@RELATION dataset
 
 
@ATTRIBUTE m1 REAL
@ATTRIBUTE m2 REAL
@ATTRIBUTE m3 REAL
@ATTRIBUTE m4 REAL
@ATTRIBUTE m5 REAL
@ATTRIBUTE m6 REAL
@ATTRIBUTE m7 REAL
@ATTRIBUTE m8 REAL
@ATTRIBUTE m9 REAL
@ATTRIBUTE m10 REAL

@ATTRIBUTE class {Elk,Deer,Cattle}
 
@DATA
0.04461,0.04513,0.0477,0.0753,0.06978,0.07276,0.02687,0.08556,0.0035,0.04804,Cattle
0.01073,0.01723,0.02004,0.03443,0.00907,0.01945,0.0309,0.01792,0.0522,0.01267,Deer
0.04407,0.04728,0.04294,0.06716,0.06151,0.07179,0.01944,0.07839,0.00385,0.04827,Cattle
0.00861,0.02229,0.0275,0.04208,0.00302,0.01256,0.04287,0.01636,0.06656,0.01745,Deer
0.04253,0.04149,0.03626,0.06327,0.0604,0.06974,0.01767,0.07479,0.01267,0.04332,Cattle
0.03878,0.0489,0.04293,0.07412,0.04979,0.06101,0.02105,0.07001,0.02605,0.04692,Deer
0.04618,0.04924,0.04411,0.07208,0.06584,0.07532,0.0217,0.08152,0.0041,0.05049,Cattle
0.02538,0.03077,0.02641,0.05537,0.0254,0.03691,0.0234,0.04498,0.04342,0.02636,Deer
0.04441,0.04402,0.03909,0.06611,0.06278,0.072,0.01965,0.07779,0.00491,0.04581,Cattle
0.0434,0.04574,0.03887,0.06843,0.05829,0.06964,0.0172,0.07481,0.00544,0.04588,Deer
0.04159,0.04266,0.03765,0.06464,0.06131,0.07066,0.01796,0.07603,0.01106,0.04419,Cattle
0.02092,0.0047,0.00978,0.01315,0.0314,0.0376,0.02792,0.03311,0.02622,0.00937,Elk
0.04434,0.0433,0.03787,0.06433,0.06292,0.0725,0.01969,0.07691,0.00365,0.04528,Cattle
0.04173,0.04447,0.0393,0.06486,0.05652,0.06628,0.01737,0.07421,0.0042,0.04566,Elk
0.04461,0.04456,0.0403,0.06547,0.06602,0.07275,0.02455,0.07945,0.00437,0.04621,Cattle
0.00624,0.00386,0.00994,0,0.03137,0.02373,0.02647,0.01953,0.03685,0.00889,Elk
0.04428,0.04328,0.03839,0.06429,0.06223,0.07209,0.02022,0.07745,0.00757,0.04579,Cattle
0.01818,0.00506,0.01679,0.01387,0.03368,0.03506,0.01369,0.03132,0.00638,0.0102,Elk
0.05198,0.06445,0.06209,0.08839,0.08442,0.09018,0.03977,0.10027,0.00418,0.06813,Cattle
0.00034,0.01775,0.03633,0.04538,0.0158,0.00222,0.04307,0.0099,0.02829,0.02027,Elk
0.04635,0.04949,0.04502,0.07194,0.06837,0.07646,0.02467,0.08341,0.0045,0.05212,Cattle
0.05555,0.06401,0.05919,0.08542,0.08182,0.08986,0.03777,0.09744,0.00406,0.06602,Cattle
0.0052,0.00482,0.00595,0.01208,0.01888,0.02175,0.02086,0.02074,0.00753,0.00565,Elk
0.05548,0.06371,0.05877,0.08484,0.08136,0.08961,0.03763,0.09698,0.00354,0.06579,Cattle
0.00062,0.01215,0.01835,0.02214,0.01291,0.0022,0.04174,0.00508,0.06515,0.00889,Elk
0.04521,0.0471,0.04206,0.06921,0.06525,0.07351,0.02102,0.08038,0.00486,0.04893,Cattle
0.02692,0.02051,0.01555,0.046,0.03597,0.04495,0.01105,0.04978,0.02776,0.01946,Deer
0.04985,0.05621,0.05071,0.07898,0.07104,0.08014,0.02766,0.0875,0.00417,0.05735,Deer
0.01736,0.00451,0.01016,0.01866,0.02922,0.03193,0.01464,0.02905,0.00828,0.00835,Elk
0.04347,0.04133,0.03532,0.06251,0.05986,0.07005,0.01828,0.07407,0.02074,0.04285,Deer
0.01342,0.01635,0.01429,0.03744,0.0055,0.01911,0.0214,0.02133,0.04295,0.01099,Deer
0.00774,0.02178,0.01691,0.03755,0.00836,0.01236,0.0135,0.00886,0.00366,0.0188,Elk
0.04267,0.04238,0.03619,0.06307,0.06058,0.07076,0.01841,0.07491,0.00418,0.0441,Cattle
0.04152,0.04099,0.03479,0.06204,0.05916,0.06905,0.01721,0.0735,0.01644,0.04266,Cattle
0.04398,0.04943,0,0,0,0.07477,0,0,0.01656,0.05016,Cattle
0.04358,0.04349,0.03827,0.06496,0.05813,0.06879,0.01883,0.07612,0.00528,0.04608,Cattle
0.04461,0.04419,0.03893,0.06598,0.06242,0.07273,0.01833,0.07741,0.00784,0.0463,Cattle
0.04615,0,0,0,0,0,0,0,0,0,Cattle
0.04757,0.05263,0.05025,0.07543,0.07307,0.08008,0.02979,0.08861,0.00865,0.05559,Cattle
0.05574,0.06402,0.05943,0.08526,0.08139,0.09084,0.03697,0.09739,0.00439,0.06628,Cattle
0.04203,0.041,0.03445,0.06036,0.05704,0.06723,0.01627,0.07393,0.01451,0.04318,Cattle
0.04408,0.04404,0.03812,0.06525,0.06229,0.07221,0.01878,0.07673,0.004,0.04582,Cattle
0.04546,0.0493,0.04934,0.07614,0.07239,0.07731,0.02729,0.08761,0.00406,0.05275,Cattle
0.04523,0.04568,0.04223,0.06978,0.06507,0.07313,0.02104,0.08035,0.00428,0.04771,Cattle
0.04496,0.04666,0.0408,0.06869,0.0633,0.07336,0.02037,0.07864,0.00577,0.04784,Cattle
0.04309,0.04396,0.03859,0.0663,0.06055,0.07023,0.01698,0.07659,0.00392,0.04555,Cattle
0.04806,0.05645,0.05062,0.07814,0.07202,0.08023,0.02892,0.08813,0.003,0.05728,Cattle
