
@RELATION dataset
 
 
@ATTRIBUTE m1 REAL
@ATTRIBUTE m2 REAL
@ATTRIBUTE m3 REAL
@ATTRIBUTE m4 REAL
@ATTRIBUTE m5 REAL
@ATTRIBUTE m6 REAL
@ATTRIBUTE m7 REAL
@ATTRIBUTE m8 REAL
@ATTRIBUTE m9 REAL
@ATTRIBUTE m10 REAL

@ATTRIBUTE class {Scale 2, Scale 3}
 
@DATA
16.24996,9.2404,38.12491,2.8707,18.08026,1.92232,37.77924,21.7835,9.02938,3.32966,Scale 2
10.12004,2.14767,13.06434,15.91499,8.2498,6.37947,25.60752,11.94421,16.53531,14.89731,Scale 2
8.06764,3.45036,3.95709,25.5666,12.54673,20.74372,1.7035,1.4899,16.33379,25.64968,Scale 2
14.84985,12.13476,44.19586,8.1731,33.07945,18.13744,38.26018,18.62535,3.51638,10.69805,Scale 2
14.16349,4.52244,15.19531,3.00513,6.31374,4.32318,36.59732,15.51584,6.81133,3.38892,Scale 2
7.8249,0.5831,20.28793,21.44879,8.18825,16.34582,23.20104,8.64756,17.71708,21.43989,Scale 2
3.5607,4.13552,23.30303,8.25833,8.30606,4.77021,8.68858,1.8564,6.02135,9.05928,Scale 2
4.21391,0.42426,8.91584,6.3821,13.53025,10.68612,20.60265,8.34373,3.0407,7.54117,Scale 2
5.64554,1.23491,20.35944,9.96312,12.64534,10.12817,25.70966,9.22911,7.08891,10.27667,Scale 2
3.11433,2.16333,10.83284,8.49565,9.64924,13.44786,15.50326,5.63121,5.4285,9.61162,Scale 2
5.87984,1.09659,15.80812,20.68168,10.37409,17.28307,6.38384,1.3619,16.11159,20.86833,Scale 2
9.21362,4.70239,18.6286,27.14834,8.89418,22.32427,9.28545,0,18.00345,27.29296,Scale 2
10.24606,4.35718,6.87181,28.22579,9.94843,22.28113,14.58364,5.49728,20.39403,28.30559,Scale 2
26.84336,18.74066,55.35743,14.59875,38.81263,17.61271,48.44696,29.90181,15.85385,14.6785,Scale 2
9.04039,2.01556,13.86743,3.24901,10.62775,5.95149,29.5028,11.13266,0.83709,2.857,Scale 2
13.24308,3.48604,23.07174,2.25216,8.38374,3.32582,32.90536,13.6242,8.71377,4.05597,Scale 2
1.57625,0.29155,20.75096,13.82122,3.41303,14.10255,21.96572,7.74542,9.43239,14.29502,Scale 2
7.01695,6.92965,28.46462,5.3764,7.56511,5.15312,19.03063,5.99153,2.72159,6.14784,Scale 2
6.01973,2.26385,15.1902,22.64717,8.13165,19.1594,3.78632,1.37522,16.04601,22.85422,Scale 2
25.52156,18.17533,54.27707,15.58947,40.54766,20.76657,50.43799,28.25634,14.15581,15.87897,Scale 2
5.56315,0.41231,21.49663,19.42788,5.07123,15.10649,4.01391,0.2801,16.10388,19.37371,Scale 2
14.69693,7.66322,2.69515,33.00334,14.84029,26.81975,18.76663,6.09585,24.1584,33.1491,Scale 2
11.62714,6.79577,38.75756,4.52542,22.82933,6.56011,34.6424,17.73687,9.36553,6.06932,Scale 2
0,1.35,23.1255,13.44625,10.55132,11.55576,20.19421,5.71455,10.68723,13.5053,Scale 2
7.20059,0.5,6.51126,13.92718,12.91568,10.28776,22.16605,7.36237,14.2195,13.46484,Scale 2
6.27056,3.55844,2.99094,7.39505,5.36311,9.93133,20.0109,9.81029,1.30201,9.105,Scale 2
27.02138,19.43148,55.78081,17.62381,42.65124,22.03438,48.35559,29.28927,15.03432,18.10269,Scale 2
4.92774,1.01242,2.23229,13.37645,11.38223,7.70427,25.39211,9.285,13.01346,13.08358,Scale 2
2.22563,1.58824,18.65222,18.9236,11.89622,17.55514,5.92716,5.24368,11.46586,19.31661,Scale 2
9.27476,3.45579,32.97974,5.80321,17.43236,9.91175,22.56957,11.9277,1.58096,6.11229,Scale 2
4.62149,5.16769,5.54114,0,6.3181,4.80314,12.75096,5.33203,5.16658,5.24103,Scale 2
15.22383,6.46413,30.56634,5.28498,9.22665,4.68527,38.16222,19.07407,12.9859,5.5645,Scale 2
16.97062,6.15833,14.16575,13.98433,2.20759,2.48246,38.02852,18.81903,18.88467,10.4421,Scale 2
11.3331,4.11005,27.1629,4.28237,9.9592,5.14132,34.57449,14.7929,8.33677,5.80654,Scale 2
7.50936,4.95807,4.06295,26.03524,14.2886,23.31012,1.99348,1.49034,16.41322,26.27449,Scale 2
9.14701,6.07063,36.25119,8.43345,17.19721,4.43145,31.56463,15.71554,9.95913,8.72686,Scale 2
14.82219,10.96221,43.73879,2.93719,24.97398,4.77655,37.27011,19.68415,7.32183,4.94139,Scale 2
27.77406,18.76126,55.66663,18.39655,40.24509,19.75031,55.08798,30.3599,17.30904,18.31596,Scale 2
0.64305,2.38799,22.25223,10.71507,8.55704,9.8926,22.11179,6.0397,9.09774,10.71778,Scale 3
17.08365,5.36004,28.97532,10.24141,9.7443,2.71542,43.27821,17.39418,15.6784,8.3903,Scale 2
13.18345,5.68001,34.89814,5.7214,17.10077,3.18085,39.42994,18.12679,11.29179,7.15519,Scale 3
17.11011,7.79311,28.18788,7.23434,5.67601,1.83275,41.59917,20.94217,13.20875,8.13634,Scale 2
2.45595,3.69391,9.75837,13.12209,6.96769,8.94009,1.7516,3.89617,8.55952,12.92083,Scale 3
8.65061,2.5224,19.62304,25.21568,14.109,19.54805,2.02021,0.70638,17.49082,25.32809,Scale 2
20.92958,9.99162,44.3257,13.31011,26.00517,4.88074,48.70149,23.58212,12.21389,11.62356,Scale 3
2.03259,3.2311,27.1389,3.97212,13.71341,4.00973,8.05287,3.59618,6.4248,6.29725,Scale 2
8.14605,9.35428,37.36482,5.35527,29.30738,14.79352,25.92832,12.09456,1.47655,8.20281,Scale 3
9.46693,9.79005,25.04962,2.88021,3.34685,0.80769,26.31392,14.04413,2.23269,4.97918,Scale 3
2.86634,2.46678,25.20216,11.55214,13.94878,7.6835,3.56209,7.17074,8.42371,11.21181,Scale 3
11.17815,10.83109,40.20124,6.89039,31.65914,16.01543,33.80547,14.1969,0,8.73548,Scale 3
24.63043,15.84842,51.11381,11.94729,33.57459,12.00341,47.19314,28.65832,16.13084,11.84887,Scale 3
14.24722,5.36004,23.65026,2.87498,2.15793,4.35819,38.37951,17.74909,9.81579,4.44196,Scale 3
22.25091,15.60849,50.59655,9.11577,33.98969,12.42619,43.82736,26.51318,13.09046,9.07663,Scale 3
6.92811,2.10297,22.68601,8.84134,3.34487,11.15472,21.09074,9.62143,4.19339,9.52357,Scale 3
8.77457,10.15111,25.55534,9.54837,30.03508,19.51734,2.33336,6.97024,1.034,12.10409,Scale 3
14.78766,12.90591,43.80046,10.27473,34.58761,19.47145,36.63121,17.6279,2.89643,12.07048,Scale 3
8.41159,5.5563,24.73658,2.28638,2.55647,3.65862,27.55659,13.73638,3.01091,5.42787,Scale 3
19.99861,10.04801,39.71007,9.29196,19.50522,0,44.94421,23.71405,14.29077,8.6868,Scale 3
12.31938,2.87837,22.0245,3.42183,10.12657,5.15592,30.90467,11.76285,1.89273,4.19913,Scale 3
2.86555,1.02956,28.73555,4.74706,15.85718,9.43831,18.15118,7.32354,3.16158,6.7132,Scale 3
11.91978,3.16623,1.92624,2.91042,7.8816,7.11014,29.23281,13.44751,5.07411,2.31338,Scale 3
25.95761,18.06163,54.21365,14.26858,38.56268,17.64629,50.85302,29.37987,16.07258,14.24844,Scale 3
11.16698,3.60035,9.40032,2.11729,7.02994,6.57162,33.31183,14.31313,1.64043,2.69674,Scale 3
27.26334,19.26201,55.82579,15.87146,40.86756,19.99258,51.41053,30.28456,16.48744,16.01609,Scale 3
5.27801,5.21776,28.65548,3.24071,9.84916,1.80822,16.26635,4.97852,4.95589,7.04305,Scale 3
2.00954,1.55322,16.81798,16.05664,6.51312,13.30942,4.73899,0.9975,11.97374,16.05912,Scale 3
10.50749,10.19179,40.46162,4.79148,29.9495,15.37148,32.38651,15.61497,1.96189,8.0968,Scale 3
17.66625,12.12209,44.2847,4.07236,25.08098,3.22115,40.55166,22.84426,11.73778,5.52794,Scale 3
7.94971,7.15437,19.93241,0.64412,0,2.14867,16.72345,5.94532,2.63786,5.04078,Scale 3
7.73249,0.61847,17.10116,2.37812,12.75898,7.69911,26.46673,8.04465,1.57712,3.76517,Scale 3
11.34105,2.97532,31.70769,5.62727,15.52374,8.24468,34.64774,14.86096,7.72955,2.40678,Scale 3
32.21303,20.59951,58.42939,21.04673,40.52001,18.79562,57.67452,34.76262,23.64199,21.08297,Scale 3
8.73115,4.4911,25.13728,3.42684,8.39946,2.56548,22.04803,8.69747,0.75084,5.3402,Scale 3
20.97509,14.06289,49.04579,11.2348,34.45493,13.81282,47.77516,24.19389,11.41135,11.08491,Scale 3
13.74314,3.35336,23.32141,5.99363,9.35318,1.14718,38.34371,12.64346,12.40503,6.84494,Scale 3
11.56089,3.1504,25.56373,4.29415,9.7929,7.4366,27.04786,12.30717,1.4237,0,Scale 3
1.62917,1.35093,3.46795,4.70828,13.25956,5.24401,25.43185,8.07284,8.32803,6.51063,Scale 3
5.68629,0.20616,25.46409,2.48683,14.00676,4.60679,24.11167,10.00925,0.83174,3.48626,Scale 3
14.1042,12.5093,42.90324,10.96555,34.18019,20.54294,36.27068,16.65264,2.61894,13.43867,Scale 3
5.46584,5.62428,23.96838,8.88413,3.5156,4.52242,10.87442,5.90373,4.3598,9.46381,Scale 3
4.79091,2.24611,3.00596,22.24551,13.21422,19.16319,2.93923,1.58989,14.73997,22.39659,Scale 3
15.18748,13.25566,43.77124,9.89285,34.49423,12.7497,35.55811,17.32873,3.70588,10.9113,Scale 3
9.39279,7.24189,37.34522,2.70161,17.95091,2.92223,28.52262,13.489,1.04823,3.0757,Scale 3
1.69705,1.15109,13.76872,13.08142,7.58116,11.79525,19.2759,5.34627,9.50156,13.22034,Scale 3
1.72004,4.3546,17.63015,4.57108,6.21205,6.32074,13.0923,2.87116,8.79394,5.77266,Scale 3
0.70028,1.06066,4.04117,12.34416,10.16904,12.24389,1.59371,4.9129,8.90914,12.60357,Scale 3
21.05804,13.15485,46.60047,10.04907,28.21093,6.57802,45.96814,25.61232,14.13968,8.66459,Scale 3
3.24286,1.52643,15.71072,7.81003,5.19107,6.76199,1.63319,4.14964,7.48392,8.27268,Scale 3
19.64708,11.15404,43.01217,10.57499,23.76457,2.07055,43.59979,24.36237,16.52361,9.63734,Scale 3
7.2764,2.76586,11.5089,2.17129,4.78485,4.03662,1.58595,5.1356,2.1857,4.26427,Scale 3
4.66876,3.46482,25.29895,6.05401,3.37007,9.58825,10.66908,6.11494,6.24992,6.71061,Scale 3
13.2133,3.908,22.07022,5.49792,7.76991,5.12361,33.30859,13.75968,10.79949,5.26667,Scale 3
16.79192,11.59332,45.3035,6.90441,31.27649,14.19417,42.59541,21.11761,8.63022,8.25241,Scale 3
6.88621,8.65852,36.1917,5.10718,28.21663,10.7345,26.30818,11.14934,2.44909,8.10888,Scale 3
2.94354,3.05164,9.1781,14.00145,14.27048,15.97811,13.01639,4.81899,6.94789,14.60114,Scale 3
1.05414,1.15109,15.91287,18.32031,5.95021,16.90511,3.01508,2.90121,11.16354,18.4881,Scale 3
4.76057,0.26926,1.4422,11.93908,10.43231,13.73983,7.11919,6.91003,6.4178,12.47248,Scale 3
10.8496,9.45106,40.51609,3.69113,26.72104,5.69204,33.56745,16.73473,5.08435,7.92516,Scale 3
5.41869,2.07002,24.58163,10.74063,7.77545,11.6618,18.19825,8.42695,3.19649,11.3456,Scale 3
19.25759,8.66833,3.07013,6.41897,1.51181,1.36365,29.93297,18.4653,12.56663,6.82316,Scale 3
4.06084,2.57099,28.76415,3.60553,12.78361,1.93592,25.53043,9.70067,6.94526,6.00823,Scale 3
26.21313,18.31536,54.67765,14.51513,39.53396,19.3514,47.37369,29.56927,15.56979,14.73809,Scale 3
8.09265,7.42462,22.76824,2.94151,1.99065,1.91398,15.00837,7.4636,1.77889,5.53643,Scale 3
7.00368,8.7046,23.50867,0.70832,22.31503,4.50528,0,5.12415,3.84097,5.40742,Scale 3
7.86729,4.76288,19.43133,25.49009,11.79967,22.46854,2.7521,1.26123,14.15268,26.0067,Scale 3
7.05754,0,5.72277,7.68793,11.10801,9.11589,25.91223,9.84647,10.64377,3.2658,Scale 3
7.80676,1.65,3.92876,7.12465,10.84079,10.85076,19.09894,8.73822,2.71633,8.06579,Scale 3
7.19346,4.85026,25.90029,2.36279,8.12023,1.42598,26.37148,8.61397,2.69218,4.38122,Scale 3
1.44362,0.94868,16.09857,12.7094,4.92663,10.38976,0.88632,4.61853,9.99392,12.62141,Scale 3
2.09195,2.99541,14.20954,19.3394,16.26928,19.41048,5.15514,5.26553,10.79695,19.82991,Scale 3
4.0638,2.20907,14.11879,14.50265,2.6623,11.56321,10.81494,2.73172,12.49216,14.39711,Scale 3
15.17147,4.9135,21.58203,10.26713,5.82608,2.5181,39.48276,15.96345,17.30768,9.15322,Scale 3
10.70778,10.08464,40.30228,1.6472,27.10458,5.46155,29.97391,15.09206,1.18597,3.19405,Scale 3
25.83307,18.81821,54.79948,15.619,41.09213,22.07867,45.12884,28.92519,14.51763,16.00331,Scale 3
4.70254,0.96566,2.82399,10.74217,11.5546,13.59321,23.92771,10.19847,5.99136,11.59609,Scale 3
