@RELATION dataset
 
 
@ATTRIBUTE m1 REAL
@ATTRIBUTE m2 REAL
@ATTRIBUTE m3 REAL
@ATTRIBUTE m4 REAL
@ATTRIBUTE m5 REAL
@ATTRIBUTE m6 REAL
@ATTRIBUTE m7 REAL
@ATTRIBUTE m8 REAL
@ATTRIBUTE m9 REAL
@ATTRIBUTE m10 REAL

@ATTRIBUTE class {Scale 2, Scale 3}
 
@DATA
0,10.92135,8.31368,26.73789,10.92117,13.54218,5.90941,14.64252,8.92282,9.37682,Scale 2
1.0743,6.91292,12.19404,38.5926,17.60491,25.1153,17.7017,7.4205,20.69554,22.35835,Scale 2
3.46431,4.09248,8.70333,44.79758,23.56013,30.27518,15.62194,7.06055,27.01654,28.09258,Scale 2
1.58333,12.41578,17.70805,44.87434,23.92124,30.56425,22.6048,14.22172,27.27857,30.69655,Scale 2
42.96052,44.10274,40.00997,3.60134,20.63658,3.64385,29.73418,47.71059,12.24179,14.63576,Scale 2
3.01483,25.17971,21.15229,16.4596,3.7337,5.10064,11.06432,28.75594,2.12639,2.54468,Scale 2
9.35964,28.32694,29.41258,18.06258,4.92174,6.86646,19.96356,31.76126,0.69802,2.99196,Scale 2
6.52207,17.05137,17.31028,32.35118,13.0525,19.14778,12.58181,20.98989,14.25175,14.82754,Scale 2
16.3338,14.79613,10.80685,24.58123,3.83546,11.71222,2.74077,18.34174,6.40723,5.40908,Scale 2
1.13438,4.31753,9.17602,40.37162,19.58556,26.4636,15.09221,5.16277,22.52779,23.94294,Scale 2
43.00153,46.19803,41.88261,0.73014,22.74329,3.59594,31.53009,49.73394,12.56755,17.11937,Scale 2
6.83326,2.90669,6.85918,37.22897,15.34926,24.26403,15.24128,2.62041,19.45805,21.01523,Scale 2
6.60203,16.02588,21.55844,50.31316,29.19478,35.33204,26.07624,17.79553,32.64876,34.41429,Scale 2
25.12303,29.78693,27.89119,22.98052,5.74024,11.54676,19.79348,33.80289,5.00317,6.9895,Scale 2
10.1204,15.24768,15.05477,31.83832,10.80637,19.36934,11.62823,19.29988,13.89851,14.76365,Scale 2
4.90477,17.81072,22.16344,31.14992,9.93739,19.12689,21.07133,20.35909,13.65608,16.44698,Scale 2
6.62508,16.14211,11.37193,25.76107,7.81149,12.81369,2.74365,19.38976,8.13228,7.06374,Scale 2
45.07862,44.36114,39.61496,0.5755,25.36828,6.47411,29.29587,47.68213,15.25846,17.08326,Scale 2
3.02838,20.34991,22.50015,28.60044,10.09073,16.2847,19.28245,23.51149,11.70724,16.48026,Scale 2
4.04271,2.809,3.92707,37.2928,17.18207,23.62786,8.70648,5.26314,19.30259,19.52939,Scale 2
19.74373,18.64412,13.91377,23.00855,6.92856,10.1387,4.21947,21.85507,6.00576,4.84459,Scale 2
5.18413,8.3883,5.48284,17.23456,2.99941,7.49349,5.44087,11.94795,1.47934,2.86259,Scale 2
17.56067,33.13943,31.49057,19.53511,2.4929,9.82124,22.8983,37.00115,4.00628,7.612,Scale 2
9.30215,33.33316,37.0287,2.22597,5.89475,9.47722,32.52854,36.15414,10.40974,16.64449,Scale 2
14.20089,29.63021,28.0056,23.09129,4.2538,11.77818,20.12994,33.62705,5.05775,7.51781,Scale 2
5.2858,1.86061,7.45025,43.21604,23.93822,28.49817,14.92586,2.60481,25.64098,27.21449,Scale 2
21.00062,26.58676,25.67486,26.92253,6.10955,14.61425,18.98396,30.62742,8.82203,10.64035,Scale 2
29.98075,32.74248,29.32866,14.48647,8.61281,5.59405,19.53943,36.56003,1.70811,2.73011,Scale 2
44.58355,50.67691,46.7476,2.23102,23.5044,3.95683,36.47073,54.36891,13.78782,20.72137,Scale 2
9.17102,17.33067,16.18745,28.96649,8.37986,16.55411,11.16192,21.37752,10.91891,12.50367,Scale 3
20.34443,38.09785,37.57102,8.32552,5.88449,3.07074,28.27563,41.72394,7.83038,11.62289,Scale 2
21.12764,34.39646,33.14223,13.64663,5.39767,6.01577,23.90948,38.38806,5.05198,8.49475,Scale 3
16.13456,36.68255,34.95271,18.13011,5.02364,9.9851,26.62607,40.36031,5.0327,11.04406,Scale 2
7.69607,3.26375,4.37731,30.09933,8.83671,17.31415,8.76254,3.11004,12.27855,15.8479,Scale 3
7.64394,3.14426,8.12617,42.36962,21.63302,28.58457,16.37373,3.0539,24.68501,27.10685,Scale 2
33.94352,44.18441,40.49666,6.10555,13.4547,1.64812,30.40581,47.88905,9.81613,14.28989,Scale 3
16.3901,3.34454,5.03188,21.57953,4.59322,11.35868,7.93167,6.98746,4.67711,5.95438,Scale 2
26.17733,21.7703,17.49893,4.75545,15.01957,1.9072,7.37159,25.28658,4.88008,4.48734,Scale 3
16.97429,22.01554,17.98053,15.57607,6.43111,5.552,8.25098,25.54094,2.16518,1.52996,Scale 3
16.24036,6.20013,3.18039,28.89853,7.38337,17.36442,6.13482,4.81139,11.63426,13.57873,Scale 3
29.77168,29.56249,25.31875,4.41908,16.17318,1.64899,15.03291,33.09488,6.13798,5.59394,Scale 3
38.19781,42.71691,38.98288,8.27981,15.65954,2.86708,28.86699,46.43343,9.43205,12.72763,Scale 3
12.3242,33.14027,31.51178,16.08577,3.78449,6.53567,21.9913,36.57749,0.79835,4.98328,Scale 3
37.59641,39.41595,35.47525,9.21099,14.87434,0.79351,25.28353,43.06421,6.84213,9.72992,Scale 3
9.12162,16.69061,13.11819,27.96947,8.78603,15.16382,4.96294,20.28787,9.74573,9.20655,Scale 3
24.33625,5.38409,0,14.647,19.1897,3.02749,0,3.92489,9.04994,8.2071,Scale 3
33.61924,32.6025,27.93484,5.60514,19.59469,2.07646,17.59237,35.95189,9.33274,8.91489,Scale 3
12.00097,22.95238,19.78159,20.37526,3.60385,9.90284,10.75431,26.73084,3.18406,4.32421,Scale 3
27.73391,39.96801,37.41782,12.01717,7.00263,4.67683,28.0179,43.82997,6.66282,10.88125,Scale 3
6.84079,26.02617,26.01126,16.23138,3.02691,5.72949,16.01946,29.45353,2.28738,2.90165,Scale 3
12.9279,13.91419,10.13554,24.10061,6.7048,11.77074,4.18512,17.49621,5.86905,5.16272,Scale 3
3.37143,25.61277,26.82919,19.30255,3.21894,7.33228,17.35125,27.59962,1.21194,1.61193,Scale 3
41.99375,46.40136,42.59208,4.6075,20.07474,2.59356,32.3807,50.12577,11.12194,16.37719,Scale 3
5.79529,28.64345,25.53175,19.30827,3.00226,7.63971,16.13624,32.43252,1.18671,2.43805,Scale 3
44.04068,47.08235,42.95006,2.55194,22.66061,4.08539,32.63816,50.68468,13.21258,17.55327,Scale 3
17.12736,11.85102,8.78457,17.00541,6.82785,9.42874,4.9248,15.59703,3.87267,6.12355,Scale 3
5.37546,5.79264,10.12452,34.1019,12.71508,20.98904,13.69196,5.66673,16.0734,18.17738,Scale 3
28.20773,28.04007,24.11168,0.52939,14.44129,0.62405,13.9973,31.70831,4.56593,3.52908,Scale 3
30.80943,35.81911,33.09846,16.41188,7.77635,6.77735,23.83187,39.73508,2.0295,6.87749,Scale 3
12.21769,12.79353,8.273,17.00699,5.38533,7.43681,1.93795,16.12968,1.25132,2.4047,Scale 3
3.74891,21.50692,22.46126,20.68836,5.00592,8.82164,12.84449,24.47569,2.33692,2.41804,Scale 3
19.95811,29.58455,28.045,15.18763,4.80758,4.89336,18.94644,33.23712,3.06372,5.67497,Scale 3
46.80237,53.15231,49.61976,5.29166,24.70354,10.53505,39.51824,56.97314,17.4838,23.03861,Scale 3
12.9947,18.02494,13.4673,14.88493,3.83811,5.34595,3.27233,21.37401,2.71886,2.96553,Scale 3
37.82436,43.22482,39.70726,7.49071,16.79884,2.27185,29.67098,47.01964,7.06743,13.08396,Scale 3
11.1844,33.09595,34.37691,14.96811,4.84522,6.18082,24.90363,36.62826,3.52589,7.82268,Scale 3
15.51224,23.10059,18.34251,17.21725,4.58532,5.21899,8.19284,26.33443,1.56568,3.28332,Scale 3
5.18953,20.84503,19.0761,22.55586,4.59153,12.02262,12.61594,24.90803,5.4169,7.2055,Scale 3
9.53199,19.77904,15.4683,20.41589,3.29321,8.52537,5.41978,23.40501,2.04719,2.18808,Scale 3
32.89758,32.31108,27.53624,6.96431,20.58415,3.23706,17.20033,35.60885,10.30784,9.86882,Scale 3
13.30587,7.06766,3.1245,26.48972,5.76025,15.92681,3.69512,10.14546,9.77827,10.1212,Scale 3
3.55537,3.05926,7.94798,40.15463,19.35816,26.00762,14.14941,3.93061,22.2564,23.56345,Scale 3
33.90293,31.55075,26.84793,3.2212,18.54395,0,16.54317,34.86926,8.66394,8.32935,Scale 3
22.35284,24.34976,20.05394,18.85725,4.24584,7.12267,9.82076,27.85641,0.7198,2.14069,Scale 3
2.67789,14.28364,13.44544,31.74524,10.89123,19.12139,9.38996,18.27314,13.70052,14.28146,Scale 3
5.66651,8.40839,7.95208,23.14582,4.01704,11.72953,8.83887,12.39865,5.01897,6.493,Scale 3
1.41066,3.54151,3.50824,30.90376,10.77017,17.83572,8.31367,3.73539,12.74129,13.74797,Scale 3
33.00581,41.17483,38.39466,6.32873,11.12492,3.7755,28.39121,45.02679,6.84443,11.97723,Scale 3
5.28096,4.00466,4.40829,26.29843,5.85249,14.85669,6.64791,4.26537,8.50772,9.0427,Scale 3
29.24295,38.6618,37.12275,7.91275,7.95751,3.11857,28.91842,42.6932,8.22456,13.26396,Scale 3
6.48161,4.96613,2.72752,17.95432,4.11991,7.20658,2.99789,4.91283,0.56068,0,Scale 3
12.35982,6.84377,3.13874,24.54463,6.36867,12.33205,4.53243,9.96163,6.29258,7.82061,Scale 3
8.71048,28.29117,30.48204,20.82936,4.34047,9.81497,22.7571,31.74123,3.48458,9.18031,Scale 3
33.63163,38.28465,34.29251,1.89562,14.64349,0.86937,24.0346,41.96614,3.91248,8.79614,Scale 3
24.85708,22.00721,18.07939,4.51811,14.62446,0.65626,8.22266,25.65049,4.91242,3.40157,Scale 3
6.32579,8.81848,5.43854,31.96483,14.63492,18.39746,4.90125,12.19648,14.22327,14.79162,Scale 3
4.97049,0,5.99255,36.055,16.29258,22.20583,10.1153,0,18.17294,19.65306,Scale 3
1.78183,4.96137,1.37557,30.40722,11.91418,17.01971,3.99015,6.54673,12.46106,12.66966,Scale 3
27.58523,29.16067,25.48903,7.63389,13.40536,2.44871,15.5578,32.9213,3.92858,3.29004,Scale 3
9.12274,14.33039,9.57335,29.41567,9.9985,15.97327,1.99514,17.53584,11.70307,10.72168,Scale 3
9.83766,29.90891,35.25912,15.14691,6.86324,5.92774,26.08643,29.60787,3.72166,9.10422,Scale 3
13.87114,20.62758,18.94354,19.15501,5.54574,10.98569,12.0144,24.63065,4.21766,5.7519,Scale 3
42.72967,43.16415,38.80367,0.57033,21.57874,2.83227,28.45639,46.67412,11.8679,14.43383,Scale 3
13.34362,11.65239,6.41444,14.93226,7.63679,5.70502,2.58561,14.3114,2.53099,3.02982,Scale 3
22.30408,3.76809,2.27117,15.82338,9.84961,6.77105,2.83614,3.40028,1.46176,2.35954,Scale 3
5.55997,3.551,3.54751,41.98348,23.72441,27.22351,11.99448,3.86328,25.14552,25.93821,Scale 3
1.7916,20.9784,22.9692,8.07864,5.4922,2.84513,19.83697,24.2635,2.9342,9.11831,Scale 3
3.2961,15.057,10.6202,25.18074,8.51975,12.24752,1.97307,18.365,7.79837,6.73575,Scale 3
14.57207,21.95447,18.21568,16.3424,5.07022,6.98801,8.45095,25.62789,0.74846,0.42424,Scale 3
3.07686,2.88874,3.93786,30.67167,9.45611,18.21058,8.30821,3.00657,12.80439,14.66876,Scale 3
7.23559,3.71653,3.36571,37.12391,18.79215,22.99273,7.89407,5.06459,19.5023,19.88094,Scale 3
8.60761,5.65316,7.67645,32.34567,10.48976,19.61089,12.17111,9.01407,14.44289,16.68316,Scale 3
11.20343,34.25713,35.58379,14.70919,4.52892,8.79933,28.90465,37.66549,8.33175,12.35025,Scale 3
28.36735,25.72741,21.56797,11.27626,7.95106,5.35083,11.39927,29.29007,0.50507,2.58354,Scale 3
43.23575,41.20811,36.36517,10.65735,23.60172,4.52419,26.04965,44.47961,13.1989,14.96128,Scale 3
3.44831,19.0992,17.14823,29.43612,11.73984,16.20168,10.32207,23.02057,11.52828,11.2424,Scale 3
